StockCode,Description,Avg_Price,Min_Price,Max_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag
90210A,GREY ACRYLIC FACETED BANGLE,2.924166666666667,2.55,3.03,55,152.74,11,2.69,2.78,3.22,2.9,0.8, Competitive — Monitor
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1.2520588235294117,0.0,2.57,2771,152.64,33,1.12,1.17,1.35,1.21,3.5, Competitive — Monitor
21226,POCKET MIRROR WOODLAND,1.1904761904761905,0.0,1.25,156,152.5,19,1.05,1.29,1.36,1.23,-3.2, Competitive — Monitor
47566b,TEA TIME PARTY BUNTING,8.47,8.47,8.47,18,152.46,14,7.54,7.83,9.5,8.29,2.2, Competitive — Monitor
84884a,ANT WHITE WIRE HEART SPIRAL,8.47,8.47,8.47,18,152.46,13,7.42,8.92,9.99,8.78,-3.5, Competitive — Monitor
DCGSSGIRL,update,2.8000000000000003,0.0,3.36,144,151.2,12,2.44,2.74,2.95,2.71,3.3, Competitive — Monitor
84192,ASSORTED COLOUR METAL CAT ,1.1594444444444445,0.0,1.25,0,151.1,15,1.04,1.22,1.33,1.2,-3.4, Competitive — Monitor
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,7.526470588235293,0.0,11.26,-72,150.45,17,6.6,7.59,8.76,7.65,-1.6, Competitive — Monitor
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,5.022105263157894,4.95,5.2,30,149.87,19,4.41,5.34,5.85,5.2,-3.4, Competitive — Monitor
16202E,BLACK PHOTO ALBUM ,3.684285714285714,0.0,12.13,32,149.68,14,3.37,3.94,4.36,3.89,-5.3, Competitive — Monitor
90185B,AMETHYST DIAMANTE EXPANDABLE RING,4.104814814814815,0.0,4.33,-11,149.16,27,3.89,3.78,4.76,4.14,-0.8, Competitive — Monitor
17108D,FLOWER FAIRY SUMMER BOUQUET SACHET,0.3864,0.0,0.42,-364,149.1,25,0.35,0.36,0.46,0.39,-0.9, Competitive — Monitor
90087,CRYSTAL SEA HORSE PHONE CHARM,1.243939393939394,0.0,1.7,195,148.92,33,1.07,1.19,1.37,1.21,2.8, Competitive — Monitor
90040D,MURANO STYLE GLASS BRACELET PINK,3.43962962962963,0.0,3.9,25,148.87,27,2.95,3.53,3.87,3.45,-0.3, Competitive — Monitor
22259,FELT FARM ANIMAL HEN,1.6437499999999998,1.25,2.51,108,148.85999999999999,29,1.55,1.75,1.73,1.68,-2.2, Competitive — Monitor
84709A,SILVER OVAL JEWELLED MIRROR,5.25,0.0,5.95,50,148.75,15,4.62,5.22,5.52,5.12,2.5, Competitive — Monitor
85131C,BEADED CRYSTAL HEART BLUE ON STICK,1.0839999999999999,0.38,2.51,254,148.5,23,0.93,1.1,1.18,1.07,1.3, Competitive — Monitor
90197B,BLACK GLASS BRACELET W HEART CHARMS,5.105833333333333,4.95,5.2,29,147.79,24,4.65,4.85,5.44,4.98,2.5, Competitive — Monitor
84926E,FLOWERS TILE COASTER,1.43,1.25,2.51,116,147.51999999999998,13,1.3,1.5,1.56,1.45,-1.4, Competitive — Monitor
21402,RED  EGG  SPOON,0.5319672131147541,0.42,0.85,328,147.48,60,0.49,0.57,0.57,0.54,-1.5, Competitive — Monitor
84622,PINK GINGHAM ROSE CUSHION COVER,6.840909090909091,0.0,21.7,-11,146.65,11,6.0,6.59,7.21,6.6,3.7, Competitive — Monitor
90002A,FLOWER BURST SILVER RING OPAL,2.897727272727273,0.0,3.75,78,146.25,19,2.47,2.9,3.44,2.94,-1.4, Competitive — Monitor
21032,SPACE CADET WHITE,1.4060869565217389,1.06,2.51,115,145.63,22,1.33,1.31,1.48,1.37,2.6, Competitive — Monitor
22869,"NUMBER TILE COTTAGE GARDEN, 1",2.5957142857142856,1.95,4.21,70,145.54,14,2.27,2.62,3.01,2.63,-1.3, Competitive — Monitor
85024C,PINK SMALL JEWELLED PHOTOFRAME,1.65,1.65,1.65,88,145.2,34,1.51,1.65,1.77,1.64,0.6, Competitive — Monitor
90185D,CRYSTAL DIAMANTE EXPANDABLE RING,4.110689655172414,0.0,4.33,-14,144.7,29,3.78,3.88,4.88,4.18,-1.7, Competitive — Monitor
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2.7533333333333334,0.0,2.95,59,144.55,15,2.51,2.73,3.26,2.83,-2.7, Competitive — Monitor
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,5.253529411764706,4.25,8.65,29,144.53,16,4.63,5.11,6.03,5.26,-0.1, Competitive — Monitor
85179A,GREEN BITTY LIGHT CHAIN,5.525625000000001,4.65,9.32,26,144.25,15,4.85,5.54,6.36,5.58,-1.0, Competitive — Monitor
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",8.044166666666667,7.95,8.24,18,144.23000000000002,12,7.32,8.15,8.45,7.97,0.9, Competitive — Monitor
22977,DOLLY GIRL CHILDRENS EGG CUP,1.6205882352941174,1.25,2.51,110,143.8,17,1.52,1.49,1.94,1.65,-1.8, Competitive — Monitor
90060F,FIRE POLISHED GLASS NECKL GREEN,5.955,5.94,6.07,24,142.87,13,5.63,6.2,7.04,6.29,-5.3, Competitive — Monitor
90040A,MURANO STYLE GLASS BRACELET RED,3.8848387096774197,0.0,4.33,30,142.26,31,3.34,4.02,4.6,3.99,-2.6, Competitive — Monitor
21102,"CANDLE IN JAR COLLAGE , VANILLA",2.899090909090909,0.0,4.3,-76,142.03,22,2.51,2.84,3.33,2.89,0.3, Competitive — Monitor
90133,TEAL/FUSCHIA COL BEAD NECKLACE,5.099130434782609,4.95,5.2,28,142.03,23,4.82,4.73,5.62,5.06,0.8, Competitive — Monitor
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,2.4451724137931032,0.0,4.3,100,141.42,28,2.26,2.54,2.9,2.57,-4.9, Competitive — Monitor
21461,BLUE EASTER EGG HUNT START POST,2.201111111111111,1.95,4.21,69,141.32999999999998,18,2.07,2.36,2.41,2.28,-3.5, Competitive — Monitor
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,3.5646153846153843,0.0,5.17,22,141.23,13,3.1,3.42,4.04,3.52,1.3, Competitive — Monitor
84661A,WHITE SQUARE TABLE CLOCK,3.0413043478260864,0.65,5.17,118,141.2,23,2.76,2.96,3.24,2.99,1.7, Competitive — Monitor
84247N,PACK/12 BLUE FOLKART CARDS,2.106190476190476,0.0,2.95,176,141.13000000000002,42,1.94,2.0,2.5,2.15,-2.0, Competitive — Monitor
90018A,SILVER M.O.P ORBIT DROP EARRINGS,4.26409090909091,4.24,4.33,33,140.64,21,3.91,4.32,4.57,4.27,-0.1, Competitive — Monitor
84882,GREEN WIRE STANDING CANDLE HOLDER,4.911,3.75,7.62,30,139.59,18,4.37,4.64,5.32,4.78,2.7, Competitive — Monitor
79192A,RETRO PLASTIC 70'S TRAY,1.4370588235294117,1.25,2.57,103,138.89,34,1.22,1.4,1.63,1.42,1.2, Competitive — Monitor
84508C,BLUE CIRCLES DESIGN TEDDY,2.9085714285714284,2.55,5.06,51,137.57999999999998,21,2.64,3.0,3.39,3.01,-3.4, Competitive — Monitor
90042C,FRESHWATER PEARL BRACELET IVORY,2.2258333333333336,0.0,2.55,113,137.51,24,1.95,2.25,2.54,2.25,-1.1, Competitive — Monitor
85204,HANGING WOOD AND FELT FLOWER,0.5288888888888889,0.36,0.86,305,136.8,51,0.47,0.52,0.57,0.52,1.7, Competitive — Monitor
84461,12 PINK HEN+CHICKS IN BASKET,2.5414285714285714,0.0,5.06,103,136.48999999999998,28,2.4,2.51,2.67,2.53,0.5, Competitive — Monitor
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,8.508461538461539,8.49,8.68,16,136.10999999999999,12,7.57,8.59,9.9,8.69,-2.1, Competitive — Monitor
84915,HAND TOWEL PINK FLOWER AND DAISY,5.408888888888889,4.21,11.87,24,135.5,18,5.05,4.98,6.48,5.5,-1.7, Competitive — Monitor
35015,JACOBS LADDER SMALL,0.089,0.0,1.28,-2282,134.08,40,0.08,0.08,0.1,0.09,-1.1, Competitive — Monitor
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,2.6184210526315788,0.0,2.95,27,133.85000000000002,18,2.4,2.78,2.93,2.7,-3.0, Competitive — Monitor
35980C,REDWHITE STRIPE SCANDINAVIAN HEART ,0.3981081081081081,0.0,2.57,739,133.58,34,0.38,0.37,0.47,0.41,-2.9, Competitive — Monitor
77079,DOLPHIN WINDMILL,1.7938461538461539,0.0,2.12,106,133.56,13,1.54,1.85,1.99,1.79,0.2, Competitive — Monitor
90129D,AMBER GLASS TASSLE BAG CHARM,2.1951724137931037,1.66,2.95,55,132.74,28,1.87,2.34,2.48,2.23,-1.6, Competitive — Monitor
21030,SPACE CADET RED,1.23,1.06,1.25,109,132.45,19,1.1,1.18,1.38,1.22,0.8, Competitive — Monitor
90144,SILVER DROP EARRINGS WITH FLOWER,3.7942105263157897,3.75,3.9,35,132.09,19,3.26,3.72,4.24,3.74,1.4, Competitive — Monitor
47592B,SCOTTIES DESIGN CHILD'S OVERALL,1.8083870967741935,0.0,2.1,74,131.9,31,1.67,1.83,2.11,1.87,-3.3, Competitive — Monitor
35646,VINTAGE BEAD PINK EVENING BAG,5.305000000000001,4.25,8.47,28,131.66,12,4.99,5.63,5.99,5.54,-4.2, Competitive — Monitor
72140E,BEST DAD CANDLE LETTERS,0.9063636363636363,0.64,1.7,188,131.22,21,0.81,0.97,0.99,0.92,-1.5, Competitive — Monitor
90123A,PINK HEART OF GLASS BRACELET,5.95,5.95,5.95,22,130.9,10,5.21,6.18,6.48,5.96,-0.2, Competitive — Monitor
84656,WHITE ROSE C/COVER,5.156666666666667,0.0,5.95,20,130.9,15,4.61,4.82,5.44,4.96,4.0, Competitive — Monitor
35609A,PINK FEATHER CHRISTMAS DECORATION,0.7170833333333332,0.0,2.57,402,130.72,24,0.66,0.74,0.82,0.74,-3.1, Competitive — Monitor
20899,VINTAGE NOTEBOOK RED ROSE,2.5566666666666666,0.0,2.95,48,129.8,14,2.18,2.52,2.77,2.49,2.7, Competitive — Monitor
22877,"NUMBER TILE COTTAGE GARDEN, 9",2.360909090909091,1.95,4.21,63,129.63,11,2.15,2.35,2.53,2.34,0.9, Competitive — Monitor
84886,BLUE METAL WALL SHELF,7.653846153846154,0.0,9.95,17,129.35,12,6.98,7.1,8.79,7.62,0.4, Competitive — Monitor
17084P,DRAGONS BLOOD INCENSE,0.33147058823529413,0.16,0.43,618,129.24,33,0.3,0.32,0.38,0.33,0.4, Competitive — Monitor
84858A,NATURAL RIVIERA HANDBAG,4.461818181818182,0.0,12.13,-52,128.83,11,3.9,4.67,5.19,4.59,-2.8, Competitive — Monitor
84927E,FLOWERS TILE HOOK,2.1158823529411763,0.08,4.21,243,128.79,17,1.95,2.1,2.38,2.14,-1.1, Competitive — Monitor
84559D,3D SHEET OF SEA WORLD STICKERS,0.8274285714285714,0.0,1.73,32,128.41,34,0.71,0.8,0.98,0.83,-0.3, Competitive — Monitor
84877A,PINK ROUND COMPACT MIRROR,3.482142857142857,0.0,3.75,12,127.5,14,3.03,3.42,4.15,3.53,-1.4, Competitive — Monitor
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,8.498181818181818,8.49,8.5,15,127.48,11,7.97,8.98,9.95,8.97,-5.3, Competitive — Monitor
84927D,LA PALMIERA TILE HOOK,1.9917647058823529,0.08,4.21,474,126.98000000000002,17,1.84,2.07,2.28,2.06,-3.3, Competitive — Monitor
16168S,FUNKY MONKEY GIFT BAG SMALL,0.2653846153846154,0.0,0.57,852,126.82999999999998,13,0.23,0.26,0.29,0.26,2.1, Competitive — Monitor
35914,PINK CHICK EGG WARMER + EGG CUP,2.8821052631578947,2.1,4.3,50,126.19000000000001,17,2.52,2.71,3.45,2.89,-0.3, Competitive — Monitor
90065A,WHITE VINTAGE CRYSTAL BRACELET,6.655714285714287,0.0,7.37,-14,125.99000000000001,14,5.8,6.39,7.26,6.48,2.7, Competitive — Monitor
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,5.057222222222222,4.95,5.2,25,125.82000000000001,18,4.44,5.4,5.46,5.1,-0.8, Competitive — Monitor
16053,POPART COL BALLPOINT PEN ASST,0.1475,0.0,0.21,1901,125.73,12,0.13,0.15,0.16,0.15,-1.7, Competitive — Monitor
82607E,GLASS BONBON JAR. D'AMANDES,1.0546875,0.0,1.25,46,125.0,31,0.9,1.06,1.12,1.03,2.4, Competitive — Monitor
22878,"NUMBER TILE COTTAGE GARDEN, No",3.2361538461538464,2.1,4.21,52,123.97000000000001,13,2.9,3.29,3.87,3.35,-3.4, Competitive — Monitor
90185C,BLACK DIAMANTE EXPANDABLE RING,4.120333333333333,0.0,4.33,24,123.61,30,3.8,4.03,4.69,4.17,-1.2, Competitive — Monitor
84660c,PINK STITCHED WALL CLOCK,7.62,7.62,7.62,16,121.92,15,6.94,7.99,8.64,7.86,-3.1, Competitive — Monitor
85094,CANDY SPOT EGG WARMER RABBIT,1.5809523809523807,0.38,2.57,121,121.37,20,1.45,1.59,1.82,1.62,-2.4, Competitive — Monitor
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,6.066923076923077,5.95,6.5,20,121.07000000000001,13,5.21,5.69,6.82,5.91,2.7, Competitive — Monitor
16216,LETTER SHAPE PENCIL SHARPENER,0.28,0.16,1.3,715,120.04,45,0.26,0.26,0.3,0.27,3.7, Competitive — Monitor
79532,MOSAIC GLASS BALL CANDLEHOLDER,1.1875,0.0,1.25,192,120.0,20,1.11,1.19,1.36,1.22,-2.7, Competitive — Monitor
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,8.510909090909092,8.49,8.68,14,119.11,11,7.92,9.11,9.85,8.96,-5.0, Competitive — Monitor
85190,PINK FLOWER HANGING HEART ,1.0655,0.0,3.43,-29,119.06,19,0.99,1.03,1.19,1.07,-0.4, Competitive — Monitor
20887,BOX OF 6 PEBBLE CANDLES,4.492,0.0,7.78,33,118.39,10,4.24,4.76,5.23,4.74,-5.2, Competitive — Monitor
90139,FLOWER BROOCH 4 ASSORTED COLOURS,4.6370000000000005,0.0,5.2,18,118.24000000000001,20,4.19,4.83,5.03,4.68,-0.9, Competitive — Monitor
20896,VINTAGE NOTEBOOK PINK FLOWER,2.7764705882352945,0.0,2.95,25,118.00000000000001,15,2.42,2.66,3.01,2.7,2.8, Competitive — Monitor
90156,RESIN BRACELET W PASTEL BEADS,6.188181818181818,4.95,7.81,21,117.57000000000001,11,5.64,5.73,6.65,6.01,3.0, Competitive — Monitor
90212B,JET BLACK LAS VEGAS BRACELET ROUND,3.8072727272727276,3.75,3.9,31,117.51,22,3.52,3.56,4.21,3.76,1.3, Competitive — Monitor
84288B,SET/2 BLUE  NOODLE BASKETS,1.7482758620689653,0.0,1.95,85,117.0,28,1.62,1.81,2.06,1.83,-4.5, Competitive — Monitor
90002C,FLOWER BURST SILVER RING MIDN'T BLU,3.2882608695652173,0.0,3.9,7,116.88,23,2.97,3.13,3.86,3.32,-1.0, Competitive — Monitor
20847,ZINC HEART LATTICE CHARGER LARGE,5.5236363636363635,3.75,7.78,28,116.77,11,4.73,5.41,6.12,5.42,1.9, Competitive — Monitor
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,2.5638095238095238,0.85,5.06,61,116.49999999999999,21,2.27,2.56,2.92,2.58,-0.6, Competitive — Monitor
85169C,EAU DE NIL LOVE BIRD CANDLE,1.6884615384615385,1.25,2.57,77,116.47,26,1.59,1.75,1.96,1.77,-4.6, Competitive — Monitor
21228,"POCKET MIRROR ""GLAMOROUS""",1.252258064516129,0.0,2.57,74,116.32,30,1.14,1.17,1.36,1.22,2.6, Competitive — Monitor
90137,PINK COMBO MINI CRYSTALS NECKLACE,5.1466666666666665,4.95,5.63,23,116.21000000000001,12,4.65,5.07,5.53,5.08,1.3, Competitive — Monitor
90093,CLEAR CRYSTAL STAR PHONE CHARM,1.0322222222222222,0.85,1.7,131,115.47999999999999,18,0.91,1.03,1.23,1.06,-2.6, Competitive — Monitor
21031,SPACE CADET BLACK,1.3430434782608696,1.06,2.51,93,114.97,23,1.19,1.35,1.53,1.36,-1.2, Competitive — Monitor
44234,ASSORTED CIRCULAR MOBILE,0.3409090909090909,0.18,1.66,548,114.39999999999999,25,0.32,0.36,0.41,0.36,-5.3, Competitive — Monitor
35610B,BLACK CHRISTMAS FLOCK DROPLET ,1.1223076923076922,0.42,1.25,155,114.07,12,1.03,1.06,1.24,1.11,1.1, Competitive — Monitor
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,3.475882352941176,2.1,4.3,41,113.71000000000001,17,3.23,3.65,4.02,3.63,-4.2, Competitive — Monitor
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,5.976,5.94,6.07,19,113.42000000000002,15,5.35,6.16,6.47,5.99,-0.2, Competitive — Monitor
17090A,LAVENDER INCENSE 40 CONES IN TIN,1.2055555555555555,0.85,1.25,106,113.3,18,1.1,1.22,1.31,1.21,-0.4, Competitive — Monitor
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,4.196153846153846,1.95,6.91,28,113.14,13,3.67,4.33,4.73,4.24,-1.0, Competitive — Monitor
84452,METAL RABBIT LADDER EASTER ,1.2941935483870968,0.0,1.7,2,113.05999999999999,30,1.19,1.28,1.42,1.3,-0.4, Competitive — Monitor
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,7.564545454545454,5.95,11.87,15,112.93,11,6.75,7.13,8.13,7.34,3.1, Competitive — Monitor
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,9.36,8.95,9.55,12,112.32,12,8.37,9.61,10.2,9.39,-0.3, Competitive — Monitor
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,2.9585,2.95,3.03,38,112.27000000000001,20,2.71,2.97,3.12,2.93,1.0, Competitive — Monitor
35607A,PINK FLUFFY CHRISTMAS DECORATION,0.2787096774193549,0.0,1.66,430,110.99000000000001,30,0.26,0.28,0.32,0.29,-3.9, Competitive — Monitor
90170,DAISY HAIR BAND,1.6913513513513514,1.65,1.72,66,110.94,37,1.45,1.65,1.9,1.67,1.3, Competitive — Monitor
90024D,NEW BAROQUE B'FLY NECKLACE PINK,8.516363636363637,8.5,8.68,13,110.68,11,7.94,9.07,9.06,8.69,-2.0, Competitive — Monitor
90214S,"LETTER ""S"" BLING KEY RING",1.2084615384615385,0.85,2.57,91,110.39,51,1.06,1.23,1.3,1.2,0.7, Competitive — Monitor
47471,RAINBOW PEGS PHOTO CLIP STRING,0.8848275862068966,0.65,1.52,143,109.93,27,0.79,0.83,0.94,0.85,4.1, Competitive — Monitor
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,5.763529411764706,0.0,6.5,12,109.88000000000001,17,4.91,5.72,6.58,5.74,0.4, Competitive — Monitor
82069,BEECH WOOD P/FRAME,5.7525,0.0,7.25,12,109.85,12,5.06,5.99,6.12,5.72,0.6, Competitive — Monitor
90086,CRYSTAL FROG PHONE CHARM,1.3128571428571427,0.85,1.66,117,109.16999999999999,21,1.18,1.37,1.53,1.36,-3.5, Competitive — Monitor
85185F,LION SOCK PUPPET,2.5652173913043477,0.0,2.95,82,109.15,22,2.19,2.56,2.7,2.48,3.4, Competitive — Monitor
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,3.75,3.75,3.75,29,108.75,10,3.37,3.99,4.08,3.81,-1.6, Competitive — Monitor
84558a,3D DOG PICTURE PLAYING CARDS,5.975,5.91,6.04,18,107.68,16,5.63,5.75,7.07,6.15,-2.8, Competitive — Monitor
16206B,RED PURSE WITH PINK HEART,1.1466666666666667,0.0,1.25,185,107.65,15,0.99,1.13,1.33,1.15,-0.3, Competitive — Monitor
35096B,RED VICTORIAN FABRIC HEART BOX,0.44749999999999995,0.0,0.86,229,107.33,26,0.41,0.48,0.47,0.45,-0.6, Competitive — Monitor
90030B,RED KUKUI COCONUT SEED NECKLACE,5.965833333333333,5.94,6.07,18,107.29,12,5.32,6.34,7.0,6.22,-4.1, Competitive — Monitor
44235,ASS COL CIRCLE MOBILE ,0.415,0.36,0.42,285,106.74,10,0.38,0.43,0.47,0.43,-3.5, Competitive — Monitor
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,2.966470588235294,2.95,3.03,36,106.64000000000001,17,2.6,3.14,3.49,3.08,-3.7, Competitive — Monitor
90210D,PURPLE ACRYLIC FACETED BANGLE,2.976875,2.95,3.03,36,106.63000000000001,15,2.58,2.78,3.39,2.92,1.9, Competitive — Monitor
90129F,RED GLASS TASSLE BAG CHARM,2.1520689655172416,1.66,2.95,47,106.48,29,1.86,2.28,2.48,2.21,-2.6, Competitive — Monitor
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,3.246153846153846,0.0,6.91,-34,106.28,13,2.78,3.15,3.89,3.27,-0.7, Competitive — Monitor
72038P,PRICE'S CANDLE PEACH,0.158,0.08,0.21,1000,106.0,10,0.14,0.15,0.17,0.15,5.3, Competitive — Monitor
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,0.7727272727272727,0.0,0.85,76,105.39999999999999,22,0.71,0.74,0.88,0.78,-0.9, Competitive — Monitor
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4.21,4.21,4.21,25,105.25,18,3.95,4.15,4.71,4.27,-1.4, Competitive — Monitor
16169D,WRAP WINTER FOREST,0.34363636363636363,0.0,0.42,76,105.0,11,0.32,0.33,0.36,0.34,1.1, Competitive — Monitor
79191D,RETRO PLASTIC DAISY TRAY,1.1878048780487804,0.85,1.7,102,104.6,41,1.09,1.15,1.25,1.16,2.4, Competitive — Monitor
84531A,PINK KNITTED EGG COSY,2.2935,1.95,4.3,50,104.36999999999999,18,1.97,2.16,2.45,2.19,4.7, Competitive — Monitor
72051S,BAG OF SILVER STONES,0.6495652173913044,0.0,0.86,94,104.3,44,0.57,0.63,0.75,0.65,-0.1, Competitive — Monitor
21337,SILVER WASHBAG,3.465,2.95,6.04,33,103.53000000000002,12,3.05,3.51,3.93,3.5,-1.0, Competitive — Monitor
17038,PORCELAIN BUDAH INCENSE HOLDER,0.4082608695652174,0.0,0.85,-266,103.45,23,0.36,0.4,0.46,0.41,-0.4, Competitive — Monitor
79403,FROSTED WHITE BASE ,1.1908333333333332,0.85,1.7,108,103.25999999999999,24,1.07,1.16,1.26,1.16,2.7, Competitive — Monitor
90003D,CRYSTAL PAIR HEART HAIR SLIDES,3.5933333333333337,0.0,3.9,24,102.66,18,3.25,3.74,4.03,3.67,-2.1, Competitive — Monitor
17014A,ORIGAMI VANILLA INCENSE CONES,1.8591666666666666,0.0,3.43,113,102.29999999999998,12,1.65,1.98,2.21,1.95,-4.7, Competitive — Monitor
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,3.5889473684210524,0.0,3.9,19,102.06,18,3.18,3.74,3.98,3.63,-1.1, Competitive — Monitor
90214J,"LETTER ""J"" BLING KEY RING",1.21,0.85,2.57,85,101.81,51,1.13,1.18,1.38,1.23,-1.6, Competitive — Monitor
90199D,5 STRAND GLASS NECKLACE AMBER,6.356,6.35,6.37,16,101.66,10,5.9,6.6,7.42,6.64,-4.3, Competitive — Monitor
90114,SUMMER DAISIES BAG CHARM,2.5243999999999995,2.51,2.55,40,101.24,25,2.22,2.38,2.95,2.52,0.2, Competitive — Monitor
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.6784,0.0,1.7,164,101.08000000000001,25,0.64,0.64,0.77,0.68,-0.2, Competitive — Monitor
16043,POP ART PUSH DOWN RUBBER ,0.31285714285714283,0.0,0.42,768,100.86,14,0.3,0.31,0.37,0.33,-5.2, Competitive — Monitor
DCGSSBOY,update,2.8000000000000003,0.0,3.36,40,100.8,12,2.47,2.94,3.1,2.84,-1.4, Competitive — Monitor
90214K,"LETTER ""K"" BLING KEY RING",1.296,0.85,2.57,79,100.65,49,1.15,1.24,1.53,1.31,-1.1, Competitive — Monitor
90164A,PINK ROSEBUD PEARL BRACELET,7.6890909090909085,7.5,7.81,13,99.72,11,6.92,7.15,8.35,7.47,2.9, Competitive — Monitor
90214A,"LETTER ""A"" BLING KEY RING",1.2084615384615385,0.85,2.57,83,99.59,52,1.14,1.14,1.32,1.2,0.7, Competitive — Monitor
10123G,ARMY CAMO WRAPPING TAPE,0.7005,0.0,1.7,1230,99.32,19,0.66,0.74,0.74,0.71,-1.3, Competitive — Monitor
10120,DOGGY RUBBER,0.2506122448979592,0.0,0.43,-8543,99.27,49,0.22,0.26,0.29,0.26,-3.6, Competitive — Monitor
21266,VINTAGE SILVER TINSEL REEL,3.8699999999999997,0.0,4.3,0,98.9,10,3.44,3.72,4.31,3.82,1.3, Competitive — Monitor
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,2.13,2.13,2.13,46,97.97999999999999,21,1.93,2.15,2.31,2.13,0.0, Competitive — Monitor
84705D,CHERRY BLOSSOM PHOTO FRAME ,4.111875,0.0,4.65,16,97.9,15,3.7,4.13,4.46,4.1,0.3, Competitive — Monitor
90214M,"LETTER ""M"" BLING KEY RING",1.23725,0.5,2.57,86,97.6,39,1.08,1.27,1.47,1.27,-2.6, Competitive — Monitor
90160A,PURPLE BOUDICCA LARGE BRACELET,6.976999999999999,6.95,7.22,14,97.57000000000001,10,6.53,6.68,8.2,7.14,-2.3, Competitive — Monitor
20861,GOLD COSMETIC BAG PINK STAR,1.8789473684210527,0.0,2.1,32,96.60000000000001,17,1.72,1.99,2.13,1.95,-3.6, Competitive — Monitor
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,1.5411111111111113,0.65,6.04,123,95.99000000000001,14,1.44,1.49,1.76,1.56,-1.2, Competitive — Monitor
47481,50CM METAL STRING WITH  7 CLIPS,1.2027272727272729,0.85,2.17,102,95.74,22,1.13,1.24,1.35,1.24,-3.0, Competitive — Monitor
35594,WOODEN CHRISTMAS TREE 3 HANGING,0.9471428571428572,0.0,1.7,109,95.5,41,0.88,0.87,1.05,0.93,1.8, Competitive — Monitor
84926A,WAKE UP COCKEREL TILE COASTER,1.6478947368421053,1.25,2.51,69,95.07,19,1.47,1.61,1.96,1.68,-1.9, Competitive — Monitor
72606A,BROWN ANTIQUE CUBE CANDLE,0.378,0.0,0.42,181,94.92,20,0.34,0.37,0.4,0.37,2.2, Competitive — Monitor
21367,MIRRORED WALL ART GENTS,3.555238095238095,0.85,5.17,44,94.21,21,3.08,3.58,3.96,3.54,0.4, Competitive — Monitor
84926D,LA PALMIERA TILE COASTER,1.754,1.25,2.51,68,93.82,14,1.61,1.63,1.93,1.72,2.0, Competitive — Monitor
84231,EASTER BUNNY WITH BASKET ON BACK,0.9580000000000001,0.65,1.49,122,93.58,30,0.83,1.0,1.08,0.97,-1.2, Competitive — Monitor
90214L,"LETTER ""L"" BLING KEY RING",1.2077142857142857,0.85,2.57,77,93.57,35,1.11,1.15,1.35,1.2,0.6, Competitive — Monitor
16219,HOUSE SHAPE PENCIL SHARPENER,0.7279310344827586,0.21,1.74,310,93.53,29,0.64,0.75,0.82,0.74,-1.6, Competitive — Monitor
21087,SET/6 POSIES PAPER CUPS,0.8876470588235295,0.65,1.66,119,93.51,16,0.76,0.93,0.95,0.88,0.9, Competitive — Monitor
35610A,PINK CHRISTMAS FLOCK DROPLET ,1.468,0.42,2.57,134,92.92,10,1.27,1.48,1.65,1.47,-0.1, Competitive — Monitor
90072,RUBY DROP CHANDELIER EARRINGS,4.134375,3.75,4.33,23,92.89,16,3.52,4.29,4.49,4.1,0.8, Competitive — Monitor
22859,EASTER TIN BUNNY BOUQUET,2.22,1.65,3.36,51,92.69999999999999,12,2.05,2.28,2.39,2.24,-0.9, Competitive — Monitor
